"","section","publication","category","title","content"
"2238","health & lifestyle","NPR","radio","news","health & lifestyle"
"2239","news","Washington Post","newspaper","news","news"
"2240","news","Washington Post","newspaper","news","news"
"2241","news","Fox News","broadcast","law & politics","news"
"2242","science & tech","Guardian","newspaper","news","news"
"2243","law & politics","Guardian","newspaper","news","law & politics"
"2244","news","New York Post","","news","news"
"2245","law & politics","National Review","","law & politics","law & politics"
"2246","news","Guardian","newspaper","news","news"
"2247","news","New York Post","","news","news"
"2248","news","New York Post","","news","news"
"2249","law & politics","Washington Post","newspaper","law & politics","law & politics"
"2250","news","Washington Post","newspaper","news","news"
"2251","news","New York Post","","news","news"
"2252","news","New York Post","","news","news"
"2253","news","Washington Post","newspaper","law & politics","news"
"2254","news","Washington Post","newspaper","news","sports"
"2255","news","Washington Post","newspaper","law & politics","news"
"2256","news","New York Post","","law & politics","news"
"2257","news","New York Post","","entertainment","news"
"2258","news","New York Post","","news","news"
"2259","law & politics","National Review","","news","news"
"2260","news","New York Post","","economy, business & jobs","news"
"2261","news","Washington Post","newspaper","news","news"
"2262","news","NPR","radio","news","news"
"2263","news","Guardian","newspaper","news","law & politics"
"2264","news","New York Post","","law & politics","news"
"2265","law & politics","National Review","","law & politics","law & politics"
"2266","news","New York Post","","news","news"
"2267","news","NPR","radio","news","sports"
"2268","news","New York Post","","news","news"
"2269","health & lifestyle","NPR","radio","law & politics","health & lifestyle"
"2270","law & politics","Washington Post","newspaper","law & politics","news"
"2271","law & politics","Washington Post","newspaper","law & politics","law & politics"
"2272","news","New York Post","","news","news"
"2273","science & tech","Guardian","newspaper","news","news"
"2274","food","NPR","radio","news","news"
"2275","law & politics","Talking Points Memo","general","law & politics","news"
"2276","news","New York Post","","news","news"
"2277","news","New York Post","","books","news"
"2278","news","Washington Post","newspaper","news","news"
"2279","law & politics","Washington Post","newspaper","law & politics","law & politics"
"2280","university & school","NPR","radio","news","law & politics"
"2281","news","New York Post","","health & lifestyle","news"
"2282","law & politics","Fox News","broadcast","law & politics","law & politics"
"2283","news","New York Post","","law & politics","news"
"2284","news","New York Post","","news","news"
"2285","law & politics","Guardian","newspaper","science & tech","news"
"2286","news","New York Post","","news","news"
"2287","news","Talking Points Memo","general","news","news"
"2288","law & politics","Washington Post","newspaper","law & politics","news"
"2289","law & politics","National Review","","law & politics","news"
"2290","news","New York Post","","news","news"
"2291","law & politics","Washington Post","newspaper","law & politics","law & politics"
"2292","news","Washington Post","newspaper","news","news"
"2293","news","New York Post","","news","news"
"2294","law & politics","National Review","","news","law & politics"
"2295","law & politics","Talking Points Memo","general","law & politics","law & politics"
"2296","law & politics","Fox News","broadcast","news","law & politics"
"2297","news","NPR","radio","news","news"
"2298","news","New York Post","","law & politics","news"
"2299","news","New York Post","","news","news"
"2300","law & politics","National Review","","law & politics","law & politics"
"2301","news","New York Post","","news","health & lifestyle"
"2302","law & politics","National Review","","law & politics","law & politics"
"2303","news","Fox News","broadcast","news","news"
"2304","news","Washington Post","newspaper","news","news"
"2305","news","Washington Post","newspaper","news","news"
"2306","food","NPR","radio","food","news"
"2307","news","NPR","radio","law & politics","news"
"2308","news","New York Post","","news","news"
"2309","food","NPR","radio","news","news"
"2310","health & lifestyle","NPR","radio","news","health & lifestyle"
"2311","news","Talking Points Memo","general","news","news"
"2312","law & politics","Washington Post","newspaper","law & politics","law & politics"
"2313","news","New York Post","","news","news"
"2314","news","NPR","radio","law & politics","news"
"2315","news","New York Post","","news","news"
"2316","news","Talking Points Memo","general","news","news"
"2317","law & politics","Washington Post","newspaper","law & politics","law & politics"
"2318","news","New York Post","","news","news"
"2319","news","Guardian","newspaper","news","news"
"2320","health & lifestyle","NPR","radio","health & lifestyle","health & lifestyle"
"2321","news","New York Post","","law & politics","law & politics"
"2322","law & politics","Washington Post","newspaper","law & politics","news"
"2323","health & lifestyle","Guardian","newspaper","law & politics","news"
"2324","news","New York Post","","law & politics","law & politics"
"2325","news","New York Post","","news","law & politics"
"2326","law & politics","Talking Points Memo","general","law & politics","law & politics"
"2327","news","NPR","radio","law & politics","news"
"2328","news","Washington Post","newspaper","law & politics","news"
"2329","law & politics","National Review","","law & politics","law & politics"
"2330","economy, business & jobs","Guardian","newspaper","news","news"
"2331","news","Guardian","newspaper","news","law & politics"
"2332","news","Guardian","newspaper","news","news"
"2333","news","Washington Post","newspaper","health & lifestyle","news"
"2334","news","New York Post","","news","news"
"2335","news","Washington Post","newspaper","law & politics","news"
"2336","news","New York Post","","news","news"
"2337","law & politics","NPR","radio","law & politics","news"
"2338","law & politics","Guardian","newspaper","news","law & politics"
"2339","health & lifestyle","NPR","radio","news","law & politics"
"2340","news","Guardian","newspaper","news","news"
"2341","sports","Guardian","newspaper","news","sports"
"2342","news","Guardian","newspaper","news","news"
"2343","law & politics","Talking Points Memo","general","law & politics","law & politics"
"2344","news","New York Post","","news","law & politics"
"2345","news","New York Post","","news","news"
"2346","news","New York Post","","news","news"
"2347","law & politics","Fox News","broadcast","law & politics","law & politics"
"2348","entertainment","Guardian","newspaper","news","news"
"2349","law & politics","Washington Post","newspaper","law & politics","news"
"2350","news","NPR","radio","news","news"
"2351","news","New York Post","","news","news"
"2352","law & politics","Guardian","newspaper","news","news"
"2353","law & politics","Talking Points Memo","general","news","news"
"2354","news","NPR","radio","news","news"
