"","section","publication","category","title","content"
"4025","law & politics","National Review",NA,"law & politics","law & politics"
"4026","health & lifestyle","NPR","radio","news","health & lifestyle"
"4027","economy, business & jobs","Guardian","newspaper","law & politics","economy, business & jobs"
"4028","law & politics","Talking Points Memo","general","law & politics","law & politics"
"4029","entertainment","Guardian","newspaper","sports","entertainment"
"4030","law & politics","Washington Post","newspaper","news","law & politics"
"4031","health & lifestyle","Washington Post","newspaper","law & politics","news"
"4032","law & politics","Talking Points Memo","general","law & politics","law & politics"
"4033","news","Talking Points Memo","general","news","news"
"4034","news","New York Post",NA,"news","news"
"4035","news","Washington Post","newspaper","law & politics","news"
"4036","law & politics","National Review",NA,"law & politics","law & politics"
"4037","law & politics","Washington Post","newspaper","law & politics","law & politics"
"4038","health & lifestyle","Washington Post","newspaper","entertainment","law & politics"
"4039","law & politics","National Review",NA,"news","law & politics"
"4040","food","NPR","radio","news","news"
"4041","news","NPR","radio","news","news"
"4042","entertainment","NPR","radio","entertainment","law & politics"
"4043","news","New York Post",NA,"news","news"
"4044","news","Guardian","newspaper","news","news"
"4045","health & lifestyle","Washington Post","newspaper","law & politics","news"
"4046","economy, business & jobs","Washington Post","newspaper","news","news"
"4047","law & politics","National Review",NA,"news","news"
"4048","news","NPR","radio","news","news"
"4049","health & lifestyle","Guardian","newspaper","health & lifestyle","health & lifestyle"
"4050","news","New York Post",NA,"news","news"
"4051","news","New York Post",NA,"news","news"
"4052","news","Guardian","newspaper","news","news"
"4053","news","Talking Points Memo","general","news","news"
"4054","news","New York Post",NA,"news","news"
"4055","news","New York Post",NA,"news","news"
"4056","news","Washington Post","newspaper","news","news"
"4057","news","New York Post",NA,"news","news"
"4058","news","Washington Post","newspaper","entertainment","news"
"4059","science & tech","NPR","radio","news","news"
"4060","law & politics","National Review",NA,"news","law & politics"
"4061","entertainment","Washington Post","newspaper","news","entertainment"
"4062","news","New York Post",NA,"news","news"
"4063","news","New York Post",NA,"news","news"
"4064","law & politics","Washington Post","newspaper","law & politics","law & politics"
"4065","law & politics","Washington Post","newspaper","law & politics","law & politics"
"4066","law & politics","Talking Points Memo","general","law & politics","law & politics"
"4067","law & politics","National Review",NA,"news","news"
"4068","law & politics","Washington Post","newspaper","health & lifestyle","law & politics"
"4069","news","Guardian","newspaper","news","news"
"4070","law & politics","National Review",NA,"law & politics","law & politics"
"4071","health & lifestyle","Washington Post","newspaper","news","health & lifestyle"
"4072","news","New York Post",NA,"news","news"
"4073","health & lifestyle","NPR","radio","health & lifestyle","news"
"4074","law & politics","Washington Post","newspaper","law & politics","law & politics"
"4075","news","New York Post",NA,"news","news"
"4076","news","Washington Post","newspaper","law & politics","law & politics"
"4077","news","Guardian","newspaper","news","news"
"4078","law & politics","National Review",NA,"law & politics","law & politics"
"4079","news","NPR","radio","news","law & politics"
"4080","law & politics","National Review",NA,"law & politics","law & politics"
"4081","news","New York Post",NA,"health & lifestyle","news"
"4082","news","New York Post",NA,"news","law & politics"
"4083","news","New York Post",NA,"sports","news"
"4084","books","Guardian","newspaper","law & politics","news"
"4085","sports","Guardian","newspaper","news","sports"
"4086","news","New York Post",NA,"news","news"
"4087","news","New York Post",NA,"news","news"
"4088","news","New York Post",NA,"news","news"
"4089","law & politics","National Review",NA,"law & politics","news"
"4090","law & politics","National Review",NA,"law & politics","law & politics"
"4091","food","NPR","radio","news","news"
"4092","news","Guardian","newspaper","news","news"
"4093","law & politics","Talking Points Memo","general","news","law & politics"
"4094","law & politics","National Review",NA,"law & politics","law & politics"
"4095","law & politics","Washington Post","newspaper","law & politics","law & politics"
"4096","news","New York Post",NA,"law & politics","news"
"4097","law & politics","National Review",NA,"law & politics","law & politics"
"4098","news","Guardian","newspaper","news","news"
"4099","health & lifestyle","Washington Post","newspaper","health & lifestyle","news"
"4100","news","New York Post",NA,"news","news"
"4101","law & politics","Washington Post","newspaper","law & politics","law & politics"
"4102","law & politics","Washington Post","newspaper","law & politics","law & politics"
"4103","law & politics","Talking Points Memo","general","law & politics","law & politics"
"4104","news","Guardian","newspaper","law & politics","news"
"4105","news","New York Post",NA,"news","news"
"4106","food","NPR","radio","food","food"
"4107","law & politics","Guardian","newspaper","news","law & politics"
"4108","law & politics","Washington Post","newspaper","law & politics","law & politics"
"4109","law & politics","National Review",NA,"law & politics","food"
"4110","news","New York Post",NA,"law & politics","law & politics"
"4111","law & politics","National Review",NA,"law & politics","law & politics"
"4112","health & lifestyle","Guardian","newspaper","law & politics","law & politics"
"4113","health & lifestyle","NPR","radio","news","health & lifestyle"
"4114","law & politics","National Review",NA,"news","law & politics"
"4115","law & politics","Washington Post","newspaper","law & politics","law & politics"
"4116","news","New York Post",NA,"science & tech","news"
"4117","news","New York Post",NA,"news","news"
"4118","health & lifestyle","NPR","radio","health & lifestyle","health & lifestyle"
"4119","law & politics","Washington Post","newspaper","law & politics","law & politics"
"4120","law & politics","National Review",NA,"law & politics","law & politics"
"4121","news","New York Post",NA,"news","news"
"4122","news","New York Post",NA,"news","news"
"4123","news","Talking Points Memo","general","news","news"
"4124","news","Washington Post","newspaper","news","news"
"4125","news","Washington Post","newspaper","law & politics","news"
"4126","news","Washington Post","newspaper","news","news"
"4127","sports","Washington Post","newspaper","news","news"
"4128","news","New York Post",NA,"news","news"
"4129","news","NPR","radio","news","news"
"4130","news","Washington Post","newspaper","news","news"
"4131","law & politics","Talking Points Memo","general","news","law & politics"
"4132","news","New York Post",NA,"news","news"
"4133","law & politics","Washington Post","newspaper","law & politics","law & politics"
"4134","law & politics","Talking Points Memo","general","LGBT","law & politics"
"4135","law & politics","Guardian","newspaper","news","law & politics"
"4136","news","Guardian","newspaper","news","news"
"4137","news","New York Post",NA,"law & politics","news"
"4138","news","New York Post",NA,"news","news"
"4139","news","Washington Post","newspaper","news","news"
"4140","law & politics","National Review",NA,"law & politics","law & politics"
"4141","law & politics","Washington Post","newspaper","law & politics","law & politics"
"4142","law & politics","National Review",NA,"law & politics","law & politics"
"4143","news","New York Post",NA,"news","news"
"4144","law & politics","National Review",NA,"law & politics","news"
"4145","law & politics","Talking Points Memo","general","news","law & politics"
"4146","entertainment","Guardian","newspaper","news","news"
"4147","news","New York Post",NA,"law & politics","news"
"4148","news","Washington Post","newspaper","news","news"
"4149","news","New York Post",NA,"news","news"
"4150","news","Washington Post","newspaper","law & politics","news"
"4151","sports","Guardian","newspaper","news","sports"
"4152","law & politics","Washington Post","newspaper","law & politics","law & politics"
"4153","law & politics","Talking Points Memo","general","law & politics","law & politics"
"4154","news","New York Post",NA,"news","news"
"4155","law & politics","National Review",NA,"law & politics","law & politics"
"4156","law & politics","Washington Post","newspaper","law & politics","news"
"4157","news","Guardian","newspaper","law & politics","law & politics"
"4158","health & lifestyle","Washington Post","newspaper","health & lifestyle","news"
"4159","university & school","NPR","radio","news","university & school"
"4160","news","Washington Post","newspaper","news","news"
"4161","law & politics","Talking Points Memo","general","law & politics","law & politics"
